objectid,parentid,title,creator,date,description,collection,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript,extra
em_355,,Meter,Simpson Electric Co.,,,Electricity_and_Magnetism,,,,,,em_355,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_355.jpg,https://dgobjects.blob.core.windows.net/smalls/em_355.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_355.jpg,,,
em_356,,VU Meter,"Calectro, GC Electronics",,"VU Meter, range -20 to +3
 
 No. DI-930",Electricity_and_Magnetism,,,,,,em_356,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_356.jpg,https://dgobjects.blob.core.windows.net/smalls/em_356.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_356.jpg,,,
em_357,,VU Meter,Simpson Electric Co.,,"VU Meter, range -20 to +3
 
 Model 142",Electricity_and_Magnetism,,Storage Location B2b,,,,em_357,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_357.jpg,https://dgobjects.blob.core.windows.net/smalls/em_357.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_357.jpg,,,
em_358,,AC Ammeter,Weston Electrical Instrument Co.,,"0-10 Amperes
 
 Model 1534",Electricity_and_Magnetism,Analog_Meters,,,,,em_358,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_358.jpg,https://dgobjects.blob.core.windows.net/smalls/em_358.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_358.jpg,,,
em_359,,DC MilliAmmeter,Burdick,,0-400 MilliAmperes DC,Electricity_and_Magnetism,Analog_Meters,,,,,em_359,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_359.jpg,https://dgobjects.blob.core.windows.net/smalls/em_359.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_359.jpg,,,
em_360,,DC MilliAmmeter,Simpson Electric Co.,,0-15 MilliAmperes DC,Electricity_and_Magnetism,Analog_Meters,,,,,em_360,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_360.jpg,https://dgobjects.blob.core.windows.net/smalls/em_360.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_360.jpg,,,
em_361,,Analog Meter,,,,Electricity_and_Magnetism,,Storage Location B3a,,,,em_361,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_361.jpg,https://dgobjects.blob.core.windows.net/smalls/em_361.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_361.jpg,,,
em_362,,ThermoAmmeter,Weston Electrical Instrument Co.,,"0-5 Radio Frequency
 
 Model 425",Electricity_and_Magnetism,Analog_Meters,,,,,em_362,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_362.jpg,https://dgobjects.blob.core.windows.net/smalls/em_362.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_362.jpg,,,
em_363,,DC MilliAmmeter,,,0-5 MilliAmperes DC,Electricity_and_Magnetism,Analog_Meters,,,,,em_363,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_363.jpg,https://dgobjects.blob.core.windows.net/smalls/em_363.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_363.jpg,,,
em_364,,DC Voltmeter,Triplett Electrical Instrument Co.,,0-10 Volts DC,Electricity_and_Magnetism,Analog_Meters,,,,,em_364,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_364.jpg,https://dgobjects.blob.core.windows.net/smalls/em_364.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_364.jpg,,,
em_365,,DC MilliAmmeter,Westinghouse Electric Corp.,,"0-20 MilliAmperes
 
 Model NX-35",Electricity_and_Magnetism,Analog_Meters,,,,,em_365,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_365.jpg,https://dgobjects.blob.core.windows.net/smalls/em_365.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_365.jpg,,,
em_366,,DC MilliAmmeter,General Electric Co.,,"0-500 MilliAmperes
 
 Model DO-41, Type ABH222",Electricity_and_Magnetism,Analog_Meters,,,,,em_366,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_366.jpg,https://dgobjects.blob.core.windows.net/smalls/em_366.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_366.jpg,,,
em_367,,DC MilliAmmeter,Westinghouse Electric Corp.,,"0-800 MilliAmperes
 
 Model NX-35",Electricity_and_Magnetism,Analog_Meters,,,,,em_367,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_367.jpg,https://dgobjects.blob.core.windows.net/smalls/em_367.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_367.jpg,,,
em_369,,AC Voltmeter,Triplett Electrical Instrument Co.,,"0-150 Volts AC
 
 Model 535",Electricity_and_Magnetism,Analog_Meters,Storage Location B2b,,,,em_369,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_369.jpg,https://dgobjects.blob.core.windows.net/smalls/em_369.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_369.jpg,,,
em_370,,DC Voltmeter,Triplett Electrical Instrument Co.,,"0-150 Volts
 
 Model 525",Electricity_and_Magnetism,Analog_Meters,Storage Location B2b,,,,em_370,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_370.jpg,https://dgobjects.blob.core.windows.net/smalls/em_370.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_370.jpg,,,
em_371,,AC Voltmeter,General Electric Co.,,0-300 Volts AC,Electricity_and_Magnetism,Analog_Meters,,,,,em_371,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_371.jpg,https://dgobjects.blob.core.windows.net/smalls/em_371.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_371.jpg,,,
em_372,,AC Voltmeter,Westinghouse Electric Corp.,,0-150 Volts AC,Electricity_and_Magnetism,Analog_Meters,,,,,em_372,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_372.jpg,https://dgobjects.blob.core.windows.net/smalls/em_372.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_372.jpg,,,
em_373,,DC Voltmeter,The Heath Co.,,-20 to +20 Volts DC,Electricity_and_Magnetism,Analog_Meters,,,,,em_373,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_373.jpg,https://dgobjects.blob.core.windows.net/smalls/em_373.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_373.jpg,,,
em_374,,AC Voltmeter,Simpson Electric Co.,,"0-100 Volts 
 
 Model 376",Electricity_and_Magnetism,Analog_Meters,In Storage Location H08b,,,,em_374,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_374.jpg,https://dgobjects.blob.core.windows.net/smalls/em_374.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_374.jpg,,,
em_375,,DC Voltmeter,Simpson Electric Co.,,"0-1.2 Microvolts DC
 
 Ferris Model",Electricity_and_Magnetism,Analog_Meters,,,,,em_375,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_375.jpg,https://dgobjects.blob.core.windows.net/smalls/em_375.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_375.jpg,,,
em_376,,DC Voltmeter,Weston Electrical Instrument Co.,,"0-1 Volts DC
 
 Model 301",Electricity_and_Magnetism,Analog_Meters,,,,,em_376,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_376.jpg,https://dgobjects.blob.core.windows.net/smalls/em_376.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_376.jpg,,,
em_377,,DC Ammeter,Western Electric Co.,,"25-50 milliamperes
 
 KS-19682 L1",Electricity_and_Magnetism,Analog_Meters,,,,,em_377,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_377.jpg,https://dgobjects.blob.core.windows.net/smalls/em_377.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_377.jpg,,,
em_378,,DC MilliAmmeter,Triplett Electrical Instrument Co.,,"0-400 MilliAmperes
 
 Model 321-7 (or 1)",Electricity_and_Magnetism,Analog_Meters,,,,,em_378,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_378.jpg,https://dgobjects.blob.core.windows.net/smalls/em_378.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_378.jpg,,,
em_379,,DC Ammeter,General Electric Co.,,"0-300 milliamperes
 
 Type DO-41, Model ABF220",Electricity_and_Magnetism,Analog_Meters,,,,,em_379,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_379.jpg,https://dgobjects.blob.core.windows.net/smalls/em_379.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_379.jpg,,,
em_380,,DC Ammeter,,,0-15 Amperes DC,Electricity_and_Magnetism,Analog_Meters,Storage Location B2b,,,,em_380,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_380.jpg,https://dgobjects.blob.core.windows.net/smalls/em_380.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_380.jpg,,,
em_381,,Ohmmeter,Weston Electrical Instrument Co.,,"Model 564, Type 21",Electricity_and_Magnetism,,Storage Location B2b,,,,em_381,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_381.jpg,https://dgobjects.blob.core.windows.net/smalls/em_381.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_381.jpg,,,
em_382,,DC Voltmeter,Hoyt Electrical Instrument Works,,"0-150 Volts
 
 Model 515",Electricity_and_Magnetism,Analog_Meters,Storage Location B2b,,,,em_382,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_382.jpg,https://dgobjects.blob.core.windows.net/smalls/em_382.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_382.jpg,,,
em_383,,AC MilliAmmeter,Weston Electrical Instrument Co.,,"0-100 MilliAmperes
 
 Model 476",Electricity_and_Magnetism,Analog_Meters,,,,,em_383,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_383.jpg,https://dgobjects.blob.core.windows.net/smalls/em_383.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_383.jpg,,,
em_384,,DC Ammeter,General Electric Co.,,"0-20 Milliamperes
 
 Type DO-41, Model AAX223",Electricity_and_Magnetism,Analog_Meters,,,,,em_384,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_384.jpg,https://dgobjects.blob.core.windows.net/smalls/em_384.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_384.jpg,,,
em_385,,DC VoltAmmeter,Westinghouse Electric Corp.,,"DC VoltAmmeter
 
 Model I-50",Electricity_and_Magnetism,Analog_Meters,Storage Location B2b,,,,em_385,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_385.jpg,https://dgobjects.blob.core.windows.net/smalls/em_385.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_385.jpg,,,
em_386,,Galvanometer,Milvay Scientific Instruments,,"A galvanometer is a device for detecting electric current. The galvanometer pointer deflection is from electric current passing through a coil immersed in a magnetic field. 
 
 
 
 Model 574E",Electricity_and_Magnetism,Galvanometers,Storage Location B2b,,,,em_386,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_386.jpg,https://dgobjects.blob.core.windows.net/smalls/em_386.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_386.jpg,,,
em_387,,Resistance Box,Leeds and Northrup Co.,,,Electricity_and_Magnetism,,,,,,em_387,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_387.jpg,https://dgobjects.blob.core.windows.net/smalls/em_387.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_387.jpg,,,
em_390,,12-step Inductor,General Radio Co.,,Type III 0,Electricity_and_Magnetism,,Storage Location H3b,,,,em_390,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_390.jpg,https://dgobjects.blob.core.windows.net/smalls/em_390.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_390.jpg,,,
em_392,,Resistance Box,Leeds and Northrup Co.,,,Electricity_and_Magnetism,,,,,,em_392,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_392.jpg,https://dgobjects.blob.core.windows.net/smalls/em_392.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_392.jpg,,,
em_413,,Sine/Square Wave Generator,The Heath Co.,,"Sine/Square Wave Generator
 
 Model IG-82",Electricity_and_Magnetism,,,,,,em_413,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/em_413.jpg,https://dgobjects.blob.core.windows.net/smalls/em_413.jpg,https://dgobjects.blob.core.windows.net/thumbs/em_413.jpg,,,
me_001,,Homemade Collision Cart,,,,Mechanics,,Located in H9 Display Case,,,,me_001,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/me_001.jpg,https://dgobjects.blob.core.windows.net/smalls/me_001.jpg,https://dgobjects.blob.core.windows.net/thumbs/me_001.jpg,,,
me_003,,Moment of Inertia Apparatus,,,,Mechanics,,Storage Location H3b,,,,me_003,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/me_003.jpg,https://dgobjects.blob.core.windows.net/smalls/me_003.jpg,https://dgobjects.blob.core.windows.net/thumbs/me_003.jpg,,,
me_008,,Iron Rotator,,,,Mechanics,,Display Case B3,,,,me_008,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/me_008.jpg,https://dgobjects.blob.core.windows.net/smalls/me_008.jpg,https://dgobjects.blob.core.windows.net/thumbs/me_008.jpg,,,
me_009,,Atwood's Machine,,,"Atwood's machine is a device to observe the acceleration of a moving system acted upon by small forces. Two unequal masses are hung over a pulley by a light cord. The pulley turns with low friction, and the acceleration of the system of masses can be measured. The mass accelerated is the sum of the two masses on the string, and the force producing acceleration is the difference in the weights of those two masses. In this device, the pulley carrying the cord turns on roller bearings, like those designed by Atwood in the 17th century.
 
 
 
 The second image shows the low-friction roller bearings",Mechanics,,Display Case B3,,,,me_009,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/me_009.jpg,https://dgobjects.blob.core.windows.net/smalls/me_009.jpg,https://dgobjects.blob.core.windows.net/thumbs/me_009.jpg,,,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/0c69897b260f372d726a450d5dcc0a5d3061831c.jpg
me_010,,Ivory Colliding Balls,James W. Queen & Co.,1895,"Apparatus to demonstrate the conservation of momentum by the collision of balls having very hard surfaces is common, and ivory was a common material for the balls in the nineteenth century and early twentieth century. The use of ivory is not permitted now, and steel is the most common material for the balls. The balls on this apparatus are ivory.",Mechanics,,Display Case B3,,,,me_010,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/me_010.jpg,https://dgobjects.blob.core.windows.net/smalls/me_010.jpg,https://dgobjects.blob.core.windows.net/thumbs/me_010.jpg,,,
me_011,,Magdeburg Hemispheres,James W. Queen & Co.,1885,"In 1654, Otto von Guericke, burgomaster of Magdeburg, performed an experiment using two brass hemispheres which fit together closely to make a sphere and which could be evacuated with a vacuum pump, which von Guericke had invented in 1650. Von Guericke used hemispheres about fourteen inches in diameter, and when as much air as possible had been pumped from them, two teams of horses could not pull the hemispheres apart.
 
 
 
 The hemispheres shown here were purchased for $6.00 in 1885.
 
 
 
 __________________________________________
 
 Mayor Otto von Guericke of Magdeburg (1602-1686 AD) clearly had a flair for the dramatic. His scientific demonstrations involved props such as guillotines and strongmen. But his most famous public experiment at Regensburg sometime around 1654 (the exact date is uncertain) included what came to be known as the Magdeburg hemispheres. Made of copper or brass, the hemispheres can be joined to form a hollow globe. Using an air pump (which von Guericke also invented), he removed the air from the sphere and showed how 16 horses – 2 teams of 8 each – could not pull the halves apart. The sphere immediately fell apart once air was reintroduced. From this experiment, he showed that the air pressure surrounding the hemispheres, without the counteraction of the pressure normally existing inside the sphere when it was filled with air, made them cling together. Scientists were just beginning to realize that we live under an ocean of air, with the mass of the atmosphere corresponding to a pressure of about 1 kg per cm2. The discovery of the sheer force of the pressure of the atmosphere led to the development of the first steam engines in the 1700s. 
 
 
 
 Although the 1600s were a tumultuous time in Magdeburg’s history, von Guericke still found time to contemplate various questions about the nature of space. Aristotle (384-322 BC) proposed that “nature abhors a vacuum,” currently defined as any volume with a lower particle density and gas pressure than the surrounding atmosphere. This postulate would be believed for almost 2000 years. Evangelista Torricelli (1608-1647 AD), one of von Guericke’s contemporaries, demonstrated in 1643 that a vacuum could exist in space above an enclosed column of mercury. However, from astronomical observation of the constancy of the time it took for planets to revolve, von Guericke concluded that space is also a vacuum without friction. He also conducted experiments on the elasticity of air, as well as the relation of air pressure and altitude. Combined with Blaise Pascal’s discovery of the link between atmospheric pressure and weather, von Guericke proposed meteorological stations to gather data to forecast the weather. Other discoveries he is credited with include the magnetization of iron, the invention of a static electricity generator, and the observation of colored shadows. 
 
 
 
 -Mira Lamb 2018
 
 
 
 References
 
 
 
 “Guericke, Otto Von,” accessed April 14, 2017. https://www.accessscience.com:443/content/ guericke-otto-von/m0091124. 
 
 
 
 Marquardt, Niels. “Introduction to the principles of vacuum phsyics,” last modified November 22, 2016. https://cds.cern.ch/record/582156.",Mechanics,,Display Case B2,,,,me_011,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/me_011.jpg,https://dgobjects.blob.core.windows.net/smalls/me_011.jpg,https://dgobjects.blob.core.windows.net/thumbs/me_011.jpg,,,
me_012,,Specific Gravity Float,,,,Mechanics,,Display Case B2,,,,me_012,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/me_012.jpg,https://dgobjects.blob.core.windows.net/smalls/me_012.jpg,https://dgobjects.blob.core.windows.net/thumbs/me_012.jpg,,,
me_013,,Specific Gravity Balance,,,,Mechanics,,Display Case B2,,,,me_013,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/me_013.jpg,https://dgobjects.blob.core.windows.net/smalls/me_013.jpg,https://dgobjects.blob.core.windows.net/thumbs/me_013.jpg,,,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/e12993780f5e9a46e3e1de0c307dfc551ba983d3.jpg
me_014,,Archimedes’ Principle Demonstration,,,,Mechanics,,,,,,me_014,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/me_014.jpg,https://dgobjects.blob.core.windows.net/smalls/me_014.jpg,https://dgobjects.blob.core.windows.net/thumbs/me_014.jpg,,,
me_015,,Pascal’s Paradox,,,,Mechanics,,Display Case B2,,,,me_015,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/me_015.jpg,https://dgobjects.blob.core.windows.net/smalls/me_015.jpg,https://dgobjects.blob.core.windows.net/thumbs/me_015.jpg,,,
me_016,,Vacuum Pump and Bell Jar,James W. Queen & Co.,1885,"This vacuum pump (hand operated by a handle now missing) was made by Jas. W. Queen & Co. and purchased in 1885 for $25.
 
 
 
 _________________________________________
 
 
 
 In 1654, Otto von Guericke was credited for inventing the first Vacuum pump. It was not until 1660 that Robert Boyle published his New Experiments in which he describes his theory of air pressure (Brush, 13). His theory would then become known as Boyle’s Law in which the volume and absolute pressure of a contained gas are inversely proportional. Until the 17th century, air was an invisible substance that could not be studied or explained. With the invention of the Vacuum pump, the principles of air could not only be studied, but they could be demonstrated in such a way that was ultimately undeniable (Brundtland, 265). This type of demonstration not only depicted scientific discovery, but also commanded a certain amount of excitement. Well into the late 1700’s and early 1800’s, experiments continued in the realms of sound, electricity, and mechanics (Brundtland, 267). 
 
 Grinnell College bought a vacuum pump in 1885 for 25$ from a fairly well known manufacturer of scientific instruments known as Queen & co. This pump is a single barrel pump with a standard sealable bell jar. Air can be evacuated from the jar by pumping the handle (now missing) up and down.
 
 
 
 -Jordan Hamilton 2019
 
 
 
 References
 
 
 
 Brundtland, T. ""Francis Hauksbee and His Air Pump."" Notes and Records of the Royal Society 66.3 (2012): 253-72. JSTOR. Web.
 
 
 
 Brush, Stephen G. ""Gadflies And Geniuses In The History Of Gas Theory."" History of Modern Physical Sciences The Kinetic Theory of Gases (2003): 421-50. JSTOR. Web.",Mechanics,,Display Case B2,,,,me_016,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/me_016.jpg,https://dgobjects.blob.core.windows.net/smalls/me_016.jpg,https://dgobjects.blob.core.windows.net/thumbs/me_016.jpg,,,
me_017,,Nicholson's Hydrometer,,,The Nicholson hydrometer is used to determine the specific gravity of a material more dense than water. The conical cup at the bottom should have enough lead in it that the cylinder floats upright in the water. An index mark is made on the the floating tube above the water level. Then three measurements are made: (1) weights are added to the top pan to press the float down to the index mark; (2) the substance whose density is desired is placed in the top pan and weights are added to depress the float to the index mark again; (3) the substance being examined is placed in the bottom pan and again weights are added to the top pan to bring the float to the index mark. From the values of the weights added in the three conditions the density of the substance can be computed.,Mechanics,,Display Case B2,,,,me_017,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/me_017.jpg,https://dgobjects.blob.core.windows.net/smalls/me_017.jpg,https://dgobjects.blob.core.windows.net/thumbs/me_017.jpg,,,
me_018,,Rotator with Governor,,1885,"Table and all attachments cost $40. Apparatus includes rotator table, Rotator part with brass circles to show shape of rotating earth, other
 
 Rotator part demonstrating centrifugal force (like Watt governor), Doppler whistle, and Rotator crank wheel.",Mechanics,,,,,,me_018,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/me_018.jpg,https://dgobjects.blob.core.windows.net/smalls/me_018.jpg,https://dgobjects.blob.core.windows.net/thumbs/me_018.jpg,,,
me_019,,Rotator Brass Circles to Show Shape of Rotating Earth,,,,Mechanics,,Display Case V1,,,,me_019,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/me_019.jpg,https://dgobjects.blob.core.windows.net/smalls/me_019.jpg,https://dgobjects.blob.core.windows.net/thumbs/me_019.jpg,,,
me_021,,Doppler Whistle for Rotator,,,,Mechanics,,Display Case V1,,,,me_021,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/me_021.jpg,https://dgobjects.blob.core.windows.net/smalls/me_021.jpg,https://dgobjects.blob.core.windows.net/thumbs/me_021.jpg,,,
me_022,,Manometer 5 cm Scale,,,,Mechanics,,Display Case B2,,,,me_022,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/me_022.jpg,https://dgobjects.blob.core.windows.net/smalls/me_022.jpg,https://dgobjects.blob.core.windows.net/thumbs/me_022.jpg,,,
me_024,,Siren Disk,,,,Mechanics,,,,,,me_024,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/me_024.jpg,https://dgobjects.blob.core.windows.net/smalls/me_024.jpg,https://dgobjects.blob.core.windows.net/thumbs/me_024.jpg,,,
me_025,,Foucault Pendulum Ring Support,,,,Mechanics,,,,,,me_025,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/me_025.jpg,https://dgobjects.blob.core.windows.net/smalls/me_025.jpg,https://dgobjects.blob.core.windows.net/thumbs/me_025.jpg,,,
me_026,,Balls Sliding on Rotating Base,,,,Mechanics,,Display Case V1,,,,me_026,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/me_026.jpg,https://dgobjects.blob.core.windows.net/smalls/me_026.jpg,https://dgobjects.blob.core.windows.net/thumbs/me_026.jpg,,,
me_027,,Heat by Friction Using Rotator,,,,Mechanics,,,,,,me_027,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/me_027.jpg,https://dgobjects.blob.core.windows.net/smalls/me_027.jpg,https://dgobjects.blob.core.windows.net/thumbs/me_027.jpg,,,
me_029,,Rotating Globe of Water,,,,Mechanics,,,,,,me_029,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/me_029.jpg,https://dgobjects.blob.core.windows.net/smalls/me_029.jpg,https://dgobjects.blob.core.windows.net/thumbs/me_029.jpg,,,
me_039,,Aneroid Barometer,,,,Mechanics,,,,,,me_039,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/me_039.jpg,https://dgobjects.blob.core.windows.net/smalls/me_039.jpg,https://dgobjects.blob.core.windows.net/thumbs/me_039.jpg,,,
me_044,,Jolly Balance,,,"A Jolly balance has a weak spring so that it stretches a great distance when a small force is applied. If a small, known force was applied to the pan and the resulting extension of the spring noted, the spring constant could be calculated and the balance then used to measure other small forces.
 
 
 
 The name comes not from the attitude of its users but from the name of its 19th century inventor",Mechanics,,,,,,me_044,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/me_044.jpg,https://dgobjects.blob.core.windows.net/smalls/me_044.jpg,https://dgobjects.blob.core.windows.net/thumbs/me_044.jpg,,,
me_050,,Specific Gravity Balance,"Henry Troemner, Inc.",,,Mechanics,,Storage Location H2b,,,,me_050,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/me_050.jpg,https://dgobjects.blob.core.windows.net/smalls/me_050.jpg,https://dgobjects.blob.core.windows.net/thumbs/me_050.jpg,,,
me_053,,Manometer Connelly Model 3806BB,,,,Mechanics,,Storage Location H1a,,,,me_053,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/me_053.jpg,https://dgobjects.blob.core.windows.net/smalls/me_053.jpg,https://dgobjects.blob.core.windows.net/thumbs/me_053.jpg,,,
me_054,,Weights with Tweezers,,,,Mechanics,,,,,,me_054,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/me_054.jpg,https://dgobjects.blob.core.windows.net/smalls/me_054.jpg,https://dgobjects.blob.core.windows.net/thumbs/me_054.jpg,,,
me_102,,Scale,Schaar,,,Mechanics,,,,,,me_102,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/me_102.jpg,https://dgobjects.blob.core.windows.net/smalls/me_102.jpg,https://dgobjects.blob.core.windows.net/thumbs/me_102.jpg,,,
me_103,,Mechanical Vibrator,Central Scientific Co.,,,Mechanics,,,,,,me_103,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/me_103.jpg,https://dgobjects.blob.core.windows.net/smalls/me_103.jpg,https://dgobjects.blob.core.windows.net/thumbs/me_103.jpg,,,
me_104,,Scale,"Fairbanks Scales, Inc.",,,Mechanics,,Dead Storage Room,,,,me_104,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/me_104.jpg,https://dgobjects.blob.core.windows.net/smalls/me_104.jpg,https://dgobjects.blob.core.windows.net/thumbs/me_104.jpg,,,
me_105,,Scale,"Fairbanks Scales, Inc.",,,Mechanics,,,,,,me_105,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/me_105.jpg,https://dgobjects.blob.core.windows.net/smalls/me_105.jpg,https://dgobjects.blob.core.windows.net/thumbs/me_105.jpg,,,
me_106,,Weights,,,,Mechanics,,,,,,me_106,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/me_106.jpg,https://dgobjects.blob.core.windows.net/smalls/me_106.jpg,https://dgobjects.blob.core.windows.net/thumbs/me_106.jpg,,,
me_200,,Mechanical Vibrator,,,,Mechanics,,Dead Storage Room,,,,me_200,image,image/jpg,,,,image,https://dgobjects.blob.core.windows.net/objs/og/me_200.jpg,https://dgobjects.blob.core.windows.net/smalls/me_200.jpg,https://dgobjects.blob.core.windows.net/thumbs/me_200.jpg,,,
